Thermal Cycle Test,Logger Rev-1.0,,,,,
Operator,d gaines,,,,,
Unit,OCU,,,,,
Product Number,1F67700-1,,,,,
Serial Number,34,,,,,
Date,20161018_1715,,,,,
Position,1,,,,,
Units in Chamber,*0034,,,,,
*Thermocouples are placed on this unit,,,,,,
Comments,,,,,,
,,,,,,
Timestamp,Hours since start,TC1(°C),TC2(°C),TC3(°C),TC4(°C),Air(°C)
15:33.4,1.994445,14.438703,14.05987,-23.851258,-23.731339,21.613295
15:53.4,2.000002,13.788928,13.416302,-25.573573,-25.611178,21.585048
16:13.4,2.005557,13.079861,12.747099,-26.973731,-26.931984,21.601998
16:33.4,2.011111,12.394048,12.045363,-28.539816,-28.407572,21.48333
16:53.4,2.016666,11.661953,11.287363,-29.95515,-29.645083,21.573186
17:13.4,2.022222,10.927287,10.572078,-31.254767,-31.138229,21.585019
17:33.4,2.027778,10.145606,9.777938,-32.611647,-32.356371,21.466133
17:53.4,2.033333,9.428452,9.039725,-33.938097,-33.622955,21.4512
18:13.4,2.038889,8.679768,8.323315,-35.418692,-35.096522,21.392296
18:33.4,2.044444,7.914125,7.45993,-36.480752,-36.175519,21.395152
18:53.4,2.05,7.180933,6.795256,-37.629082,-37.264604,21.504645
19:13.4,2.055556,6.375683,5.951752,-38.467298,-37.943278,21.18318
19:33.4,2.061111,5.557448,5.17232,-39.578011,-38.634798,21.106003
19:53.4,2.066667,4.837487,4.455426,-40.831443,-40.225081,21.182963
20:13.4,2.072222,4.042636,3.68043,-41.662679,-41.234893,21.238876
20:33.4,2.077778,3.393671,2.95344,-42.534883,-42.078703,21.496426
20:53.4,2.083333,2.686568,2.20519,-43.222439,-42.536034,21.505462
21:13.4,2.088889,1.869362,1.491826,-44.108485,-43.349342,21.634146
21:33.4,2.094445,1.098912,0.75197,-44.893484,-44.454679,21.402893
21:53.4,2.1,0.405422,-0.110239,-45.902222,-45.466121,21.58678
22:13.4,2.105555,-0.41672,-0.73728,-46.330094,-45.721632,21.545369
22:33.4,2.111111,-1.08653,-1.443135,-47.632204,-47.123672,21.466822
22:53.4,2.116666,-1.81175,-2.199541,-47.819896,-47.445961,21.434879
23:13.4,2.122222,-2.639206,-2.895129,-48.78222,-48.143669,21.498894
23:33.4,2.127778,-3.292434,-3.601919,-49.582742,-49.231144,21.381152
23:53.4,2.133334,-4.010562,-4.358123,-50.051781,-49.538223,21.303302
24:13.4,2.138889,-4.792256,-5.088198,-50.572982,-50.116982,21.651627
24:33.4,2.144444,-5.438403,-5.76769,-51.205078,-50.6913,21.663198
24:53.4,2.15,-6.198556,-6.420091,-51.472424,-50.752246,21.571959
25:13.4,2.155556,-6.819432,-7.13777,-52.306275,-51.608552,21.450343
25:33.4,2.161111,-7.57432,-7.864748,-52.66425,-52.050949,21.34967
25:53.4,2.166666,-8.440701,-8.54511,-53.444434,-52.885973,21.537782
26:13.4,2.172222,-8.974224,-9.302937,-53.580014,-52.588644,21.286345
26:33.4,2.177778,-9.648055,-9.881168,-53.329234,-52.462117,21.140348
26:53.4,2.183333,-10.32015,-10.518708,-53.935064,-53.427389,21.270012
27:13.4,2.188889,-11.000361,-11.157129,-54.338758,-53.309204,21.380194
27:33.4,2.194445,-11.427723,-11.625445,-51.839701,-50.668914,21.426959
27:53.4,2.2,-12.110126,-12.337519,-54.055322,-53.243041,21.128847
28:13.4,2.205556,-12.703878,-12.796224,-54.186466,-53.262931,21.080746
28:33.4,2.211111,-13.224168,-13.307873,-52.240841,-51.322022,21.016347
28:53.4,2.216667,-13.868308,-14.000238,-54.815572,-54.301058,21.002972
29:13.4,2.222222,-14.435113,-14.531414,-54.295837,-53.68568,21.030671
29:33.4,2.227778,-14.827341,-15.003959,-52.426669,-51.522867,21.037404
29:53.4,2.233333,-15.426121,-15.500996,-55.136601,-54.517093,21.083455
30:13.4,2.238889,-15.918997,-16.059763,-54.166267,-53.344017,20.999376
30:33.4,2.244444,-16.335443,-16.433376,-52.574557,-51.832634,20.847963
30:53.4,2.25,-16.977141,-17.085152,-55.18843,-54.731336,20.709965
31:13.4,2.255559,-17.616892,-17.66002,-54.773728,-54.387065,20.653887
31:33.4,2.261111,-17.953564,-18.095922,-52.769115,-52.052704,20.724264
31:53.4,2.266667,-18.615832,-18.646635,-55.651672,-55.124052,20.731524
32:13.4,2.272222,-19.071626,-19.109192,-54.964574,-54.408211,20.659743
32:33.4,2.277779,-19.439565,-19.493149,-52.868575,-52.085751,20.855987
32:53.4,2.283334,-19.915722,-19.9761,-55.732223,-55.099083,20.727441
33:13.4,2.28889,-20.425796,-20.430774,-55.398598,-55.023671,20.725922
33:33.4,2.294445,-20.737702,-20.719282,-52.880526,-52.200358,20.593878
33:53.4,2.300001,-21.289109,-21.319396,-56.058343,-55.329552,20.526154
34:13.4,2.305557,-21.764184,-21.765809,-55.496994,-54.764016,20.686622
34:33.4,2.311112,-22.012942,-21.999693,-52.972397,-52.188527,20.505536
34:53.4,2.316668,-22.563866,-22.569195,-56.168604,-55.813602,20.57915
35:13.4,2.322223,-23.048192,-23.014949,-55.853827,-55.566363,20.499223
35:33.4,2.327779,-23.30373,-23.232679,-53.121135,-52.30079,20.412347
35:53.4,2.333335,-23.928228,-23.884765,-56.131155,-55.703542,20.395698
36:13.4,2.33889,-24.323607,-24.226101,-56.171482,-55.488041,20.412207
36:33.4,2.344445,-24.577363,-24.515889,-53.298966,-52.484094,20.351909
36:53.4,2.350002,-25.108081,-25.035439,-56.313193,-55.710236,20.314327
37:13.4,2.355557,-25.466053,-25.356822,-56.166677,-55.726465,20.36558
37:33.4,2.361112,-25.661472,-25.57144,-53.122462,-52.490505,20.388472
37:53.4,2.366667,-26.138886,-25.956754,-56.12398,-55.723835,20.315076
38:13.4,2.372223,-26.502554,-26.396957,-56.571393,-56.090649,20.305848
38:33.4,2.377777,-26.757355,-26.575194,-53.334063,-52.643655,20.214441
38:53.4,2.383333,-27.237023,-27.106178,-56.068446,-55.617788,20.038091
39:13.4,2.388889,-27.747615,-27.553749,-56.729562,-56.28734,19.872047
39:33.4,2.394444,-27.910072,-27.734032,-53.759149,-53.083762,20.20874
39:53.4,2.4,-28.323431,-28.200095,-56.577453,-56.158576,21.084067
40:13.4,2.405556,-28.723869,-28.513918,-56.810368,-56.572884,21.721091
40:33.4,2.411111,-28.913803,-28.780638,-53.821933,-53.104359,22.144804
40:53.4,2.416667,-29.347401,-29.171874,-56.704533,-56.22854,22.656694
41:13.4,2.422222,-29.728269,-29.479931,-56.354319,-55.898393,23.103944
41:33.4,2.427778,-29.81818,-29.62528,-53.851763,-53.116237,23.308743
41:53.4,2.433333,-30.216457,-30.09427,-57.063079,-56.661473,23.434341
42:13.4,2.438889,-30.565797,-30.397938,-56.217165,-55.785343,23.442966
42:33.4,2.444445,-30.786694,-30.57291,-53.984702,-53.279553,23.453751
42:53.4,2.45,-31.312938,-30.996353,-57.164824,-56.955056,23.529128
43:13.4,2.455555,-31.530242,-31.262203,-56.108612,-55.781905,23.600686
43:33.4,2.461111,-31.703646,-31.467964,-54.540009,-53.905433,23.486373
43:53.4,2.466666,-32.187725,-31.923817,-57.616997,-57.295083,23.273456
44:13.4,2.472222,-32.454292,-32.194538,-55.685346,-55.280557,23.273343
44:33.4,2.477778,-32.540844,-32.372732,-54.962978,-54.219478,23.192902
44:53.4,2.483334,-33.007014,-32.769368,-58.063948,-57.805347,22.445666
45:13.4,2.488889,-33.219324,-32.990246,-55.393183,-55.023682,21.837515
45:33.4,2.494444,-33.393099,-33.212328,-55.194309,-54.698341,21.35685
45:53.4,2.5,-33.83419,-33.709586,-58.282818,-58.243346,20.974331
46:13.4,2.505556,-34.028285,-33.826356,-55.412903,-54.989098,20.720218
46:33.4,2.511111,-34.227706,-34.03682,-55.143305,-54.614377,20.689905
46:53.4,2.516667,-34.573554,-34.438482,-58.209584,-57.978334,20.626431
47:13.4,2.522222,-34.73691,-34.55375,-55.460967,-55.04529,20.347769
47:33.4,2.527778,-34.972654,-34.693746,-55.55758,-55.023052,20.276032
47:53.4,2.533333,-35.288951,-35.150421,-58.336066,-58.393888,20.254281
48:13.4,2.538889,-35.427205,-35.218934,-55.269694,-54.792322,20.217762
48:33.4,2.544444,-35.588352,-35.427698,-55.907792,-55.401023,20.287916
48:53.4,2.55,-36.039511,-35.956031,-58.335479,-58.293361,20.306156
49:13.4,2.555556,-36.153963,-35.987004,-55.124273,-54.709929,20.110284
49:33.4,2.561111,-36.331061,-36.188447,-55.925847,-55.648192,20.192908
49:53.4,2.566671,-36.687075,-36.479775,-58.409209,-58.344664,20.263682
50:13.4,2.572222,-36.774976,-36.545653,-55.282684,-54.848782,20.116243
50:33.4,2.577777,-36.937743,-36.767338,-56.34493,-55.962954,20.156398
50:53.4,2.583333,-37.302745,-37.095866,-58.151747,-58.048244,20.251708
51:13.4,2.588889,-37.496424,-37.250686,-55.005171,-54.433534,20.059964
51:33.4,2.594445,-37.66872,-37.517613,-56.920344,-56.597305,19.972265
51:53.4,2.6,-37.995892,-37.83167,-58.198695,-58.064022,20.069927
52:13.4,2.605556,-38.003418,-37.82747,-54.753399,-54.251538,20.074539
52:33.4,2.611111,-38.232595,-37.99506,-56.947652,-56.627225,20.097059
52:53.4,2.616667,-38.520865,-38.312056,-58.175442,-58.088409,20.136366
53:13.4,2.622222,-38.523569,-38.285294,-54.674549,-54.256319,20.055187
53:33.4,2.627778,-38.888391,-38.692652,-57.089398,-56.86513,19.972747
53:53.4,2.633335,-39.172996,-38.958148,-58.122393,-58.07612,19.985051
54:13.4,2.638889,-39.202981,-38.960082,-54.856786,-54.300923,20.148681
54:33.4,2.644445,-39.476105,-39.206487,-57.284911,-57.028521,20.103968
54:53.4,2.65,-39.700071,-39.456716,-57.681022,-57.598225,20.026042
55:13.4,2.655556,-39.700525,-39.504614,-54.997935,-54.492507,20.144508
55:33.4,2.661111,-40.017241,-39.821392,-57.914502,-57.811818,20.018224
55:53.4,2.666667,-40.303077,-40.093631,-57.366789,-57.223707,19.950542
56:13.4,2.672222,-40.319015,-40.121015,-54.951769,-54.298738,20.004811
56:33.4,2.677778,-40.586308,-40.404786,-58.146711,-58.138892,19.992323
56:53.4,2.683333,-40.736085,-40.493996,-57.215668,-57.183437,20.120744
57:13.4,2.688889,-40.7387,-40.50468,-54.83774,-54.379768,20.687504
57:33.4,2.694444,-40.994607,-40.858382,-58.269681,-58.24649,21.491406
57:53.4,2.7,-41.175537,-40.958815,-57.187702,-57.101395,22.061961
58:13.4,2.705555,-41.162188,-40.985626,-54.953943,-54.549925,22.142658
58:33.4,2.711111,-41.487526,-41.281325,-58.147597,-58.029374,22.460636
58:53.4,2.716667,-41.677665,-41.44884,-57.174766,-57.092851,22.782504
59:13.4,2.722222,-41.705428,-41.518202,-55.331021,-54.856489,22.40841
59:33.4,2.727777,-42.073368,-41.832204,-58.611949,-58.616909,22.47246
59:53.4,2.733333,-42.058926,-41.845028,-56.588213,-56.357431,22.894047
00:13.4,2.738889,-42.089339,-41.928526,-55.59861,-55.228267,22.79562
00:33.4,2.744444,-42.449306,-42.250669,-58.576603,-58.591823,22.684731
00:53.4,2.75,-42.528352,-42.317889,-56.040415,-55.751653,22.428582
01:13.4,2.755555,-42.656735,-42.47872,-56.408583,-56.033266,22.534728
01:33.4,2.761111,-42.836158,-42.655446,-58.788805,-58.801037,22.725591
01:53.4,2.766666,-42.873137,-42.695379,-55.61464,-55.185603,22.652175
02:13.4,2.772222,-43.040466,-42.897656,-57.053196,-56.779527,22.15783
02:33.4,2.777777,-43.378628,-43.133628,-58.609103,-58.588849,21.577196
02:53.4,2.783333,-43.355427,-43.136861,-55.394068,-55.010399,20.987839
03:13.4,2.788889,-43.531733,-43.36959,-57.485957,-57.352506,20.685769
03:33.4,2.794445,-43.775123,-43.584329,-58.465607,-58.526991,20.613188
03:53.4,2.8,-43.738619,-43.49024,-55.229446,-54.814406,20.454293
04:13.4,2.805555,-43.837001,-43.737547,-57.357576,-57.147857,20.182654
04:33.4,2.811111,-44.039646,-43.832284,-58.251236,-58.258726,20.302982
04:53.4,2.816667,-44.036252,-43.797135,-55.457593,-55.089591,20.230611
05:13.4,2.822223,-44.149512,-44.015538,-58.004932,-57.896862,20.006336
05:33.4,2.827779,-44.264189,-44.015921,-56.307675,-56.153492,20.123498
05:53.4,2.833335,-44.281189,-44.120326,-54.645315,-54.063587,19.947342
06:13.4,2.838889,-44.282426,-44.024488,-53.300696,-52.925444,19.873972
06:33.4,2.844445,-44.083651,-43.845875,-50.634688,-49.814031,19.909159
06:53.4,2.85,-44.156773,-43.8716,-51.90944,-51.489158,19.846974
07:13.4,2.855557,-43.962733,-43.646995,-48.156237,-47.285423,20.004055
07:33.4,2.861113,-44.106739,-43.752024,-50.423809,-50.03554,19.908049
07:53.4,2.866668,-43.911883,-43.568804,-48.17485,-47.479604,19.893827
08:13.4,2.872223,-43.86249,-43.412702,-47.044217,-46.537716,19.936466
08:33.4,2.877779,-43.736531,-43.364205,-48.459185,-47.951338,19.821633
08:53.4,2.883334,-43.764386,-43.301408,-47.206286,-46.854141,19.847354
09:13.4,2.888889,-43.658722,-43.257359,-46.529366,-45.94629,19.971348
09:33.4,2.894444,-43.673556,-43.189152,-47.148651,-46.943471,19.863163
09:53.4,2.9,-43.518574,-43.094444,-46.096241,-45.572214,19.998422
10:13.4,2.905555,-43.594119,-43.129071,-47.79956,-47.744413,19.898761
10:33.4,2.911111,-43.503465,-43.054789,-47.432482,-47.118499,19.894472
10:53.4,2.916666,-43.481546,-42.999079,-46.512817,-46.297789,19.998321
11:13.4,2.922222,-43.596334,-43.130887,-48.061293,-47.8881,19.965594
11:33.4,2.927778,-43.521853,-43.064776,-46.562375,-46.215798,20.023134
11:53.4,2.933333,-43.529316,-43.061826,-46.737886,-46.477734,20.063295
12:13.4,2.938889,-43.566818,-43.079693,-47.490685,-47.421452,20.04616
12:33.4,2.944445,-43.506895,-43.056271,-47.164779,-46.937762,20.029886
12:53.4,2.95,-43.416541,-42.955764,-46.144418,-45.947888,20.067696
13:13.4,2.955555,-43.450353,-43.03254,-48.002652,-47.936901,20.12229
13:33.4,2.961111,-43.426801,-43.017043,-47.567237,-47.448703,20.045697
13:53.4,2.966667,-43.433125,-42.998977,-45.778185,-45.514525,20.268463
14:13.4,2.972222,-43.52801,-43.093756,-47.353341,-47.234141,21.076557
14:33.4,2.977778,-43.537864,-43.118037,-47.600314,-47.475876,21.705841
14:53.4,2.983333,-43.460107,-43.025395,-45.798616,-45.537032,22.039634
15:13.4,2.988889,-43.518582,-43.056676,-46.273845,-46.114801,22.459424
15:33.4,2.994445,-43.463084,-43.063284,-46.707714,-46.467862,22.470012
15:53.4,3,-43.316669,-42.880175,-44.739594,-44.441931,22.626668
16:13.4,3.005556,-43.426384,-43.010872,-46.801028,-46.794584,22.737262
16:33.4,3.011111,-43.360533,-42.942386,-45.032791,-44.668498,23.019919
16:53.4,3.016667,-43.506058,-43.038053,-46.575931,-46.556717,22.904726
17:13.4,3.022222,-43.570331,-43.14651,-47.528731,-47.427295,23.187977
17:33.4,3.027778,-43.39514,-42.975479,-45.320777,-45.000464,23.249142
17:53.4,3.033333,-43.466908,-43.030975,-45.996729,-45.910346,23.456172
18:13.4,3.038889,-43.523081,-43.084745,-46.558833,-46.429086,23.264441
18:33.4,3.044444,-43.538823,-43.132864,-46.515964,-46.279103,23.060544
18:53.4,3.05,-43.423277,-43.016093,-45.808393,-45.507585,23.16967
19:13.4,3.055556,-43.531833,-43.092634,-46.939,-46.883405,22.785123
19:33.4,3.061111,-43.521935,-43.108936,-46.093778,-45.861474,22.328922
19:53.4,3.066667,-43.583736,-43.177902,-47.076588,-46.890377,21.792886
20:13.4,3.072222,-43.501419,-43.091305,-44.933189,-44.577682,21.405968
20:33.4,3.077778,-43.553883,-43.100008,-45.203581,-44.996264,21.165212
20:53.4,3.083334,-43.603082,-43.181979,-46.869676,-46.768157,20.984353
21:13.4,3.088889,-43.530191,-43.152801,-46.132755,-45.880676,20.815054
21:33.4,3.094444,-43.446581,-43.015269,-43.852331,-43.506614,20.606437
21:53.4,3.100001,-43.521101,-43.12318,-46.718424,-46.626285,20.585933
22:13.4,3.105556,-43.447337,-43.07655,-45.885609,-45.704964,20.673176
22:33.4,3.111113,-43.54886,-43.120769,-45.33098,-45.197001,20.432025
22:53.4,3.116667,-43.598864,-43.178613,-46.393379,-46.331475,20.370273
23:13.4,3.122222,-43.615653,-43.243853,-47.422158,-47.3567,20.510906
23:33.4,3.127778,-43.589313,-43.217227,-47.083686,-46.907808,20.400434
23:53.4,3.133333,-43.585826,-43.21835,-46.78092,-46.728269,20.386523
24:13.4,3.138889,-43.559807,-43.200647,-46.469905,-46.275295,20.330065
24:33.4,3.144445,-43.546325,-43.201567,-45.269196,-45.019203,20.378083
24:53.4,3.15,-43.664904,-43.302266,-46.416839,-46.385186,20.312756
25:13.4,3.155555,-43.600198,-43.258605,-45.972257,-45.826736,20.211906
25:33.4,3.161111,-43.562685,-43.226695,-44.958602,-44.801128,20.07189
25:53.4,3.166666,-43.662098,-43.337219,-47.172289,-47.291037,20.197748
26:13.4,3.172222,-43.596866,-43.296959,-46.254775,-46.090627,20.212672
26:33.4,3.177778,-43.509723,-43.181986,-44.188666,-43.96747,20.016686
26:53.4,3.183334,-43.607687,-43.296945,-46.710095,-46.751074,19.912496
27:13.4,3.188889,-43.451066,-43.154827,-43.721066,-43.353716,20.033597
27:33.4,3.194454,-43.705997,-43.326432,-45.917386,-45.911999,19.969252
27:53.4,3.2,-43.606554,-43.288283,-45.082146,-44.861083,20.005837
28:13.4,3.205556,-43.610205,-43.273425,-44.860306,-44.776767,20.073057
28:33.4,3.211111,-43.585012,-43.29523,-45.761323,-45.626834,20.137749
28:53.4,3.216667,-43.512928,-43.161278,-43.83544,-43.648964,20.033478
29:13.4,3.222222,-43.561406,-43.204054,-45.486326,-45.485364,20.121342
29:33.4,3.227777,-43.527511,-43.213712,-45.783431,-45.640318,20.060577
29:53.4,3.233333,-43.552957,-43.222652,-44.630401,-44.447203,20.004306
30:13.4,3.238889,-43.526949,-43.193385,-43.748269,-43.453727,20.208617
30:33.4,3.244445,-43.574365,-43.20537,-45.569295,-45.620924,20.080523
30:53.4,3.250001,-43.519333,-43.222779,-45.965483,-45.861185,20.074311
31:13.4,3.255556,-43.491519,-43.180246,-45.736067,-45.70405,20.116848
31:33.4,3.261111,-43.45124,-43.0862,-44.168648,-44.008915,19.982222
31:53.4,3.266667,-43.626883,-43.282244,-46.27502,-46.29974,20.062127
32:13.4,3.272222,-43.515839,-43.168429,-43.723863,-43.407168,20.074368
32:33.4,3.277779,-43.499844,-43.145139,-44.294812,-44.18122,20.107168
32:53.4,3.283334,-43.558628,-43.244671,-46.413974,-46.430286,20.093857
33:13.4,3.288895,-43.477006,-43.133344,-44.350441,-44.178505,20.042396
33:33.4,3.294445,-43.475608,-43.129049,-45.370717,-45.397842,20.082037
33:53.4,3.300001,-43.458571,-43.169878,-46.260092,-46.252852,20.368158
34:13.4,3.305557,-43.436549,-43.098875,-43.877614,-43.576161,20.914254
34:33.4,3.311112,-43.458104,-43.091168,-44.198438,-44.017388,21.780474
34:53.4,3.316668,-43.524017,-43.168289,-45.471902,-45.43398,22.458958
35:13.4,3.322223,-43.401399,-43.090555,-45.264138,-45.072799,22.913588
35:33.4,3.327779,-43.270676,-42.91695,-42.868895,-42.57602,22.858957
35:53.4,3.333335,-43.366608,-43.004748,-44.777261,-44.688605,23.036546
36:13.4,3.33889,-43.409974,-43.106187,-45.857443,-45.745887,23.306576
36:33.4,3.344446,-43.382212,-43.018962,-43.811314,-43.606244,23.314871
36:53.4,3.350001,-43.484605,-43.117735,-45.884896,-45.878139,23.414333
37:13.4,3.355557,-43.353153,-43.034502,-45.045026,-44.752096,23.374145
37:33.4,3.361112,-43.337961,-42.95019,-43.326389,-43.085798,23.154264
37:53.4,3.366667,-43.43134,-43.044032,-45.002271,-44.934792,23.392274
38:13.4,3.372222,-43.463505,-43.1285,-46.104193,-46.056644,23.504476
38:33.4,3.377778,-43.321581,-42.977552,-44.366482,-44.100765,23.567454
38:53.4,3.383333,-43.397916,-43.000016,-44.599057,-44.495866,23.401215
39:13.4,3.388889,-43.419972,-43.058911,-45.68887,-45.50343,22.840375
39:33.4,3.394444,-43.394343,-43.075495,-46.030723,-45.826205,22.060346
39:53.4,3.4,-43.237121,-42.874689,-44.17335,-43.959151,21.727484
40:13.4,3.405556,-43.26587,-42.905242,-44.941191,-44.863223,21.398126
40:33.4,3.411111,-43.299381,-42.988248,-46.614837,-46.580532,21.115432
40:53.4,3.416667,-43.279032,-42.9374,-45.679937,-45.566292,20.898886
41:13.4,3.422222,-43.29895,-42.984698,-46.51324,-46.491102,20.798418
41:33.4,3.427777,-43.35488,-43.056704,-48.152638,-48.218532,20.72218
41:53.4,3.433333,-43.231896,-42.965284,-46.291388,-46.141783,20.626417
42:13.4,3.438889,-43.390369,-43.116097,-47.667588,-47.677534,20.809683
42:33.4,3.444445,-43.438648,-43.134785,-47.782109,-47.832802,20.539272
42:53.4,3.45,-43.373965,-43.126369,-47.650286,-47.50479,20.617679
43:13.4,3.455556,-43.335186,-43.109632,-47.727316,-47.556767,20.521949
43:33.4,3.461111,-43.324474,-43.041331,-47.294571,-47.180506,20.420978
43:53.4,3.466667,-43.350729,-43.078429,-47.807643,-47.657565,20.542291
44:13.4,3.472222,-43.479249,-43.189913,-47.941292,-47.88643,20.286604
44:33.4,3.477778,-43.481834,-43.216321,-48.533908,-48.505729,20.2565
44:53.4,3.483333,-43.43317,-43.121107,-46.916782,-46.754511,20.318394
45:13.4,3.488889,-43.447006,-43.167601,-48.296529,-48.191095,20.390317
45:33.4,3.494444,-43.443919,-43.147849,-47.70881,-47.504708,20.26733
45:53.4,3.5,-43.441804,-43.163308,-47.41849,-47.252436,20.284807
46:13.4,3.505555,-43.482051,-43.21311,-48.402253,-48.257664,20.255134
46:33.4,3.511111,-43.525206,-43.272398,-48.610869,-48.46094,20.147239
46:53.4,3.516666,-43.54864,-43.283103,-48.953789,-48.864309,20.198059
47:13.4,3.522222,-43.52416,-43.266486,-48.021969,-47.904454,20.30508
47:33.4,3.527778,-43.533335,-43.325916,-49.035447,-48.97014,20.27806
47:53.4,3.533333,-43.480727,-43.226081,-47.119043,-46.95626,20.180595
48:13.4,3.538889,-43.523396,-43.291719,-49.170747,-49.060096,20.294068
48:33.4,3.544444,-43.565236,-43.272202,-46.766765,-46.548494,20.094773
48:53.4,3.55,-43.656081,-43.422327,-49.039525,-48.938854,20.134767
49:13.4,3.555556,-43.537029,-43.223452,-45.899415,-45.617017,20.012901
49:33.5,3.561128,-43.59509,-43.335903,-48.725534,-48.739938,20.176207
49:53.4,3.566667,-43.456546,-43.151294,-45.686863,-45.369136,20.120177
50:13.4,3.572222,-43.527673,-43.233092,-47.350638,-47.264571,20.027595
50:33.4,3.577778,-43.608017,-43.33506,-48.208156,-48.093186,19.994073
50:53.4,3.583333,-43.525282,-43.207331,-46.326423,-46.139616,20.065085
51:13.4,3.588889,-43.48173,-43.175237,-47.200696,-47.116502,20.121652
51:33.4,3.594444,-43.469571,-43.147804,-47.435703,-47.310917,20.173265
51:53.4,3.6,-43.466715,-43.193096,-48.839421,-48.792215,20.026381
52:13.4,3.605556,-43.376906,-43.081537,-46.517755,-46.239394,19.992151
52:33.4,3.611111,-43.49383,-43.143697,-47.405706,-47.371738,19.933914
